Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
369,Stefano Mauri,it ITA,"FW,MF",Lazio,34,1980,29,25,"1,857",20.6,9,2,11,9,0,0,5,0,0.44,0.1,0.53,0.44,0.53,Matches
370,Maurício,br BRA,DF,Lazio,25,1988,15,14,"1,173",13,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
371,Antonio Mazzotta,it ITA,"DF,MF",Cesena,24,1989,10,7,717,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Ibrahima Mbaye,sn SEN,"DF,MF",Inter,19,1994,4,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Levan Mchedlidze,ge GEO,"FW,MF",Empoli,24,1990,25,6,772,8.6,4,0,4,4,0,0,3,0,0.47,0,0.47,0.47,0.47,Matches
374,Gary Medel,cl CHI,"DF,MF",Inter,26,1987,35,34,"2,983",33.1,0,2,2,0,0,0,11,1,0,0.06,0.06,0,0.06,Matches
375,Riccardo Meggiorini,it ITA,FW,Chievo,28,1985,30,22,"1,895",21.1,4,4,8,4,0,0,8,0,0.19,0.19,0.38,0.19,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Pedro Mendes,pt POR,DF,Parma,23,1990,21,17,"1,517",16.9,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
377,Jérémy Ménez,fr FRA,"FW,MF",Milan,27,1987,33,31,"2,689",29.9,16,4,20,8,8,8,3,1,0.54,0.13,0.67,0.27,0.4,Matches
378,Dries Mertens,be BEL,"FW,MF",Napoli,27,1987,31,17,"1,677",18.6,6,6,12,5,1,1,4,1,0.32,0.32,0.64,0.27,0.59,Matches
379,Djamel Mesbah,dz ALG,"DF,MF",Sampdoria,29,1984,16,12,"1,159",12.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
380,Giandomenico Mesto,it ITA,"DF,MF",Napoli,32,1982,7,3,279,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
381,Philippe Mexès,fr FRA,DF,Milan,32,1982,20,18,"1,671",18.6,2,0,2,2,0,0,9,1,0.11,0,0.11,0.11,0.11,Matches
382,Michu,es ESP,"FW,MF",Napoli,28,1986,3,2,145,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
383,Giulio Migliaccio,it ITA,"DF,MF",Atalanta,33,1981,20,12,"1,161",12.9,1,0,1,1,0,0,8,0,0.08,0,0.08,0.08,0.08,Matches
384,Antonio Mirante,it ITA,GK,Parma,31,1983,33,33,"2,921",32.5,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
385,Simone Missiroli,it ITA,MF,Sassuolo,28,1986,33,30,"2,650",29.4,4,3,7,4,0,0,5,1,0.14,0.1,0.24,0.14,0.24,Matches
386,Salvatore Molina,it ITA,"DF,MF",Atalanta,22,1992,4,2,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
387,Cristian Molinaro,it ITA,"DF,MF",Torino,31,1983,24,17,"1,365",15.2,0,1,1,0,0,0,1,1,0,0.07,0.07,0,0.07,Matches
388,Gabriele Moncini,it ITA,FW,Cesena,18,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Riccardo Montolivo,it ITA,MF,Milan,29,1985,10,9,709,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
390,Maximiliano Moralez,ar ARG,"FW,MF",Atalanta,27,1987,30,26,"2,239",24.9,5,4,9,5,0,0,3,0,0.2,0.16,0.36,0.2,0.36,Matches
391,Vangelis Moras,gr GRE,DF,Hellas Verona,32,1981,35,35,"3,038",33.8,2,1,3,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,Matches
392,Álvaro Morata,es ESP,FW,Juventus,21,1992,29,11,"1,333",14.8,8,5,13,8,0,0,6,1,0.54,0.34,0.88,0.54,0.88,Matches
393,Jonathan Moreira,br BRA,DF,Inter,28,1986,2,2,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Emiliano Moretti,it ITA,DF,Torino,33,1981,35,35,"3,150",35,2,1,3,2,0,0,11,0,0.06,0.03,0.09,0.06,0.09,Matches
395,Michel Morganella,ch SUI,"DF,MF",Palermo,25,1989,20,20,"1,723",19.1,1,1,2,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1,Matches
396,Davide Moro,it ITA,MF,Empoli,32,1982,4,0,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
397,Gaby Mudingayi,be BEL,MF,Cesena,32,1981,9,8,709,7.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
398,Ezequiel Muñoz,ar ARG,DF,Sampdoria,23,1990,4,3,228,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
399,Ezequiel Muñoz,ar ARG,DF,Palermo,23,1990,13,13,"1,159",12.9,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
400,Sulley Muntari,gh GHA,MF,Milan,29,1984,16,12,989,11,2,0,2,2,0,0,5,0,0.18,0,0.18,0.18,0.18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Luis Muriel,co COL,FW,Udinese,23,1991,11,5,371,4.1,0,1,1,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
402,Luis Muriel,co COL,FW,Sampdoria,23,1991,16,11,"1,008",11.2,4,4,8,4,0,0,2,0,0.36,0.36,0.71,0.36,0.71,Matches
403,Nicola Murru,it ITA,DF,Cagliari,19,1994,8,6,566,6.3,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
404,Franco Mussis,ar ARG,MF,Genoa,22,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Yuto Nagatomo,jp JPN,DF,Inter,27,1986,14,11,894,9.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
406,Radja Nainggolan,be BEL,MF,Roma,26,1988,35,30,"2,779",30.9,5,2,7,5,0,0,10,0,0.16,0.06,0.23,0.16,0.23,Matches
407,Cesare Natali,it ITA,DF,Sassuolo,35,1979,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Nenê,br BRA,FW,Hellas Verona,31,1983,8,3,327,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
409,Neto,br BRA,GK,Fiorentina,25,1989,29,29,"2,610",29,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
410,Granddi Ngoyi,cd COD,MF,Palermo,26,1988,5,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
411,M'Baye Niang,sn SEN,"FW,MF",Genoa,19,1994,14,12,962,10.7,5,2,7,5,0,0,2,0,0.47,0.19,0.65,0.47,0.65,Matches
412,M'Baye Niang,sn SEN,"FW,MF",Milan,19,1994,5,1,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
413,Constantin Nica,ro ROU,DF,Cesena,21,1993,8,4,365,4.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
414,Antonio Nocerino,it ITA,MF,Torino,29,1985,5,2,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Antonio Nocerino,it ITA,MF,Parma,29,1985,20,19,"1,643",18.3,3,1,4,2,1,1,2,0,0.16,0.05,0.22,0.11,0.16,Matches
416,Diego Novaretti,ar ARG,DF,Lazio,29,1985,5,2,265,2.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
417,Mounir Obbadi,ma MAR,MF,Hellas Verona,31,1983,22,14,"1,228",13.6,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
418,Joel Obi,ng NGA,MF,Inter,23,1991,11,6,490,5.4,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
419,Pedro Obiang,gq EQG,MF,Sampdoria,22,1992,34,32,"2,751",30.6,3,1,4,3,0,0,12,0,0.1,0.03,0.13,0.1,0.13,Matches
420,Angelo Ogbonna,it ITA,DF,Juventus,26,1988,25,18,"1,760",19.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
421,Stefano Okaka,it ITA,FW,Sampdoria,24,1989,32,26,"2,386",26.5,4,2,6,4,0,0,6,0,0.15,0.08,0.23,0.15,0.23,Matches
422,Ogenyi Onazi,ng NGA,MF,Lazio,21,1992,16,6,669,7.4,1,1,2,1,0,0,4,0,0.13,0.13,0.27,0.13,0.27,Matches
423,Dani Osvaldo,it ITA,FW,Inter,28,1986,12,5,578,6.4,5,1,6,5,0,0,1,0,0.78,0.16,0.93,0.78,0.93,Matches
424,Juan Pablo Carrizo,ar ARG,GK,Inter,30,1984,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Daniele Padelli,it ITA,GK,Torino,28,1985,25,25,"2,250",25,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Simone Padoin,it ITA,"DF,MF",Juventus,30,1984,25,14,"1,352",15,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
427,Rodrigo Palacio,ar ARG,"FW,MF",Inter,32,1982,35,30,"2,627",29.2,8,5,13,8,0,1,3,0,0.27,0.17,0.45,0.27,0.45,Matches
428,Gabriel Paletta,it ITA,DF,Milan,28,1986,14,13,"1,146",12.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
429,Gabriel Paletta,it ITA,DF,Parma,28,1986,7,6,567,6.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
430,Raffaele Palladino,it ITA,"FW,MF",Parma,30,1984,22,16,"1,460",16.2,4,1,5,4,0,0,1,0,0.25,0.06,0.31,0.25,0.31,Matches
431,Emerson Palmieri,it ITA,"DF,MF",Palermo,19,1994,9,0,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Angelo Palombo,it ITA,MF,Sampdoria,32,1981,36,34,"2,925",32.5,1,3,4,0,1,1,7,0,0.03,0.09,0.12,0,0.09,Matches
433,Alberto Paloschi,it ITA,FW,Chievo,24,1990,37,30,"2,626",29.2,9,3,12,9,0,1,2,0,0.31,0.1,0.41,0.31,0.41,Matches
434,Giuseppe Panico,it ITA,FW,Genoa,17,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Leandro Paredes,ar ARG,MF,Roma,20,1994,10,4,320,3.6,1,0,1,1,0,0,2,0,0.28,0,0.28,0.28,0.28,Matches
436,Marco Parolo,it ITA,MF,Lazio,29,1985,34,34,"2,996",33.3,10,2,12,10,0,0,10,1,0.3,0.06,0.36,0.3,0.36,Matches
437,Manuel Pasqual,it ITA,"DF,MF",Fiorentina,32,1982,20,16,"1,393",15.5,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,Matches
438,Giovanni Pasquale,it ITA,DF,Udinese,32,1982,21,14,"1,381",15.3,0,1,1,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
439,Leonardo Pavoletti,it ITA,FW,Genoa,25,1988,10,4,523,5.8,6,3,9,6,0,0,4,0,1.03,0.52,1.55,1.03,1.55,Matches
440,Leonardo Pavoletti,it ITA,FW,Sassuolo,25,1988,9,0,142,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
441,Giampaolo Pazzini,it ITA,FW,Milan,29,1984,26,4,830,9.2,4,0,4,1,3,3,2,0,0.43,0,0.43,0.11,0.11,Matches
442,Luis Pedro Cavanda,be BEL,"DF,MF",Lazio,23,1991,16,10,"1,004",11.2,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
443,João Pedro,it ITA,"FW,MF",Cagliari,22,1992,29,15,"1,501",16.7,5,2,7,5,0,1,5,0,0.3,0.12,0.42,0.3,0.42,Matches
444,Lorenzo Pellegrini,it ITA,MF,Roma,18,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Sergio Pellissier,it ITA,FW,Chievo,35,1979,27,10,"1,127",12.5,7,1,8,6,1,1,1,0,0.56,0.08,0.64,0.48,0.56,Matches
446,Federico Peluso,it ITA,DF,Sassuolo,30,1984,28,26,"2,341",26,0,1,1,0,0,0,7,2,0,0.04,0.04,0,0.04,Matches
447,Simone Pepe,it ITA,"FW,MF",Juventus,30,1983,12,1,234,2.6,1,0,1,0,1,1,0,1,0.38,0,0.38,0,0,Matches
448,Brayan Perea,co COL,FW,Lazio,21,1993,5,0,52,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
449,Bruno Pereirinha,pt POR,"DF,MF",Lazio,26,1988,3,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Bruno Peres,br BRA,"DF,MF",Torino,24,1990,34,28,"2,595",28.8,3,3,6,3,0,0,8,0,0.1,0.1,0.21,0.1,0.21,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Roberto Pereyra,ar ARG,"DF,FW",Juventus,23,1991,35,27,"2,265",25.2,4,3,7,4,0,0,2,0,0.16,0.12,0.28,0.16,0.28,Matches
452,Rubén Pérez,es ESP,MF,Torino,25,1989,6,0,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
453,Stipe Perica,hr CRO,FW,Udinese,19,1995,9,5,354,3.9,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
454,Gabriele Perico,it ITA,DF,Cesena,30,1984,21,18,"1,540",17.1,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
455,Mattia Perin,it ITA,GK,Genoa,21,1992,32,32,"2,780",30.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
456,Diego Perotti,ar ARG,"FW,MF",Genoa,26,1988,27,27,"2,294",25.5,4,5,9,2,2,2,5,0,0.16,0.2,0.35,0.08,0.27,Matches
457,Mauricio Pinilla,cl CHI,FW,Genoa,30,1984,12,6,618,6.9,3,0,3,3,0,1,2,0,0.44,0,0.44,0.44,0.44,Matches
458,Mauricio Pinilla,cl CHI,FW,Atalanta,30,1984,14,12,"1,029",11.4,6,2,8,5,1,1,6,1,0.52,0.17,0.7,0.44,0.61,Matches
459,Giampiero Pinzi,it ITA,MF,Udinese,33,1981,19,14,"1,289",14.3,1,0,1,1,0,0,11,0,0.07,0,0.07,0.07,0.07,Matches
460,Iván Piris,py PAR,DF,Udinese,25,1989,31,31,"2,730",30.3,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
461,Andrea Pirlo,it ITA,MF,Juventus,35,1979,20,19,"1,604",17.8,4,5,9,4,0,0,0,0,0.22,0.28,0.5,0.22,0.5,Matches
462,Eros Pisano,it ITA,DF,Hellas Verona,27,1987,15,15,"1,331",14.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
463,Eros Pisano,it ITA,DF,Palermo,27,1987,4,4,343,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Francesco Pisano,it ITA,DF,Cagliari,28,1986,13,12,860,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
465,David Pizarro,cl CHI,MF,Fiorentina,34,1979,26,18,"1,799",20,0,3,3,0,0,0,4,0,0,0.15,0.15,0,0.15,Matches
466,Miralem Pjanić,ba BIH,MF,Roma,24,1990,34,28,"2,522",28,5,10,15,5,0,0,9,0,0.18,0.36,0.54,0.18,0.54,Matches
467,Lukas Podolski,de GER,"FW,MF",Inter,29,1985,17,8,832,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
468,Paul Pogba,fr FRA,MF,Juventus,21,1993,26,24,"2,108",23.4,8,3,11,8,0,0,4,0,0.34,0.13,0.47,0.34,0.47,Matches
469,Andrea Poli,it ITA,MF,Milan,24,1989,33,23,"2,072",23,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,Matches
470,Alberto Pomini,it ITA,GK,Sassuolo,33,1981,4,3,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Simone Pontisso,it ITA,MF,Udinese,17,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Nicola Pozzi,it ITA,FW,Parma,28,1986,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Giuseppe Prestia,it ITA,DF,Parma,20,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
474,Manuel Pucciarelli,it ITA,"FW,MF",Empoli,23,1991,34,25,"2,259",25.1,5,2,7,5,0,0,2,0,0.2,0.08,0.28,0.2,0.28,Matches
475,Nico Pulzetti,it ITA,MF,Cesena,30,1984,9,4,367,4.1,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
